"id","modality","week","measure"
1279,"video","1",65.1786079657067
1280,"video","1",90.858689326941
1281,"video","1",66.5218419851168
1282,"video","1",3.89700280378735
1283,"video","1",74.1170363266354
1284,"video","1",46.6882923126608
1285,"video","1",7.93810351080279
1286,"video","1",95.2344171838477
1287,"video","1",74.3905388394454
1288,"video","1",16.6041292243807
1289,"video","1",16.4545531164855
1290,"video","1",12.9168965479795
1291,"video","1",12.8571726877614
1292,"video","1",13.971483704085
1293,"video","1",57.2031314754077
1294,"video","1",86.2701716958264
1295,"video","1",5.50260134940147
1296,"video","1",13.496956559837
1297,"video","1",80.2294584980721
1298,"video","1",67.4148827787455
1299,"video","1",47.6131942354773
1300,"video","1",71.0086915263553
1301,"video","1",50.781155938756
1302,"video","1",29.9824528667751
1303,"video","1",70.6003811490372
1304,"video","1",19.4517647634708
1305,"video","1",16.7082913259706
1306,"video","1",99.1624624758632
1307,"video","1",19.7371153854454
1308,"video","1",48.1501145722592
1309,"video","1",4.93733067364353
1310,"video","1",56.0181464335735
1311,"video","1",52.1756413150592
1312,"video","1",64.8317089787825
1313,"video","1",18.6021959903086
1314,"video","1",47.5818943556087
1315,"video","1",55.3631046891785
1316,"video","1",34.6751586313594
1317,"video","1",24.6846587203068
1318,"video","1",55.7312467738672
1319,"video","1",37.3119777235297
1320,"video","1",42.7054421985324
1321,"video","1",64.3697140184287
1322,"video","1",7.76530997412719
1323,"video","1",47.9275558376917
1324,"video","1",20.7933893329929
1325,"video","1",21.4562611555982
1326,"video","1",27.9823150573224
1327,"video","1",7.32346619567924
1328,"video","1",61.2940487535604
1329,"video","1",45.5802737427002
1330,"video","1",46.8483233953996
1331,"video","1",16.7849005330245
1332,"video","1",49.5182747221795
1333,"video","1",8.75185939926615
1334,"video","1",58.5843659374744
1335,"video","1",46.9768170830919
1336,"video","1",62.3053641140289
1337,"video","1",9.06553609693333
1338,"video","1",19.5371008951317
1339,"video","1",51.4182762440446
1340,"video","1",14.8259032878121
1341,"video","1",40.2362276382645
1342,"video","1",51.6359065048609
1343,"video","1",21.3760537098173
1344,"video","1",17.9605401128393
1345,"video","1",11.0433578866298
1346,"video","1",10.8387085352364
1347,"video","1",58.1382082011191
1348,"video","1",19.0775524771009
1349,"video","1",52.8754629808407
1350,"video","1",43.359507673604
1351,"video","1",19.8205224273789
1352,"video","1",38.3326869223729
1353,"video","1",3.47425858303327
1354,"video","1",7.47249575200568
1355,"video","1",3.20848949341815
1356,"video","1",11.3151415215679
1357,"video","1",26.2848349969079
1358,"video","1",56.5257501030186
1359,"video","1",20.1039456488512
1360,"video","1",9.78035511738404
1361,"video","1",79.6735146321001
1362,"video","1",55.0412300092028
1363,"video","1",64.7065076037665
1364,"video","1",76.4239883417537
1365,"video","1",73.6682593429305
1366,"video","1",18.7765115189615
1367,"video","1",12.5963182070451
1368,"video","1",49.5867342960814
1369,"video","1",22.0821125661581
1370,"video","1",97.8205272310862
1371,"video","1",46.7955948549846
1372,"video","1",64.8647541815033
1373,"video","1",17.0137729306572
1374,"video","1",15.8160963016093
1375,"video","1",16.3060040573515
1376,"video","1",44.1133201192554
1377,"video","1",54.8567710882781
1378,"video","1",15.6638378941297
1379,"video","1",24.7032927173498
1380,"video","1",70.7942320942133
1381,"video","1",10.0100269340997
1382,"video","1",53.9348939788209
1383,"video","1",17.3745669201118
1384,"video","1",71.3561178611794
1385,"video","1",14.3494924692695
1386,"video","1",18.6522713523477
1387,"video","1",75.3156145299033
1388,"video","1",63.1179959596913
1389,"video","1",17.1522173319167
1390,"video","1",85.5941064221765
1391,"video","1",48.2227290246596
1392,"video","1",66.2724814352542
1393,"video","1",14.1017299181099
1394,"video","1",12.348804845883
1395,"video","1",21.2517959315406
1396,"video","1",40.5780150126832
1397,"video","1",95.8980081696529
1398,"video","1",11.808676703145
1399,"video","1",18.4752800886635
1400,"video","1",17.5851535791099
1401,"video","1",17.4274780269782
1402,"video","1",25.5706458809581
1403,"video","1",84.1011246633992
1404,"video","1",51.285383310403
1405,"video","1",14.6020266161976
1406,"video","1",17.2301833274523
1407,"video","1",16.9608824103646
1408,"video","1",50.0288897675981
1409,"video","1",6.19881527650834
1410,"video","1",17.7354888273763
1411,"video","1",50.693105737114
1412,"video","1",38.372968293064
1413,"video","1",15.6522214453843
1414,"video","1",10.477382880417
1415,"video","1",9.8159426986023
1416,"video","1",80.3670172128113
1417,"video","1",54.7425221614056
1418,"video","1",11.4736363840016
1419,"video","1",19.9816706054005
1420,"video","1",58.9868226990342
1421,"video","1",12.80701241726
1422,"video","1",6.53180178457406
1423,"video","1",87.2113591512295
1424,"video","1",56.522558068908
1425,"video","1",48.9311467414719
1426,"video","1",69.4888514989334
1427,"video","1",10.9938593343657
1428,"video","1",59.9461716763894
1429,"video","1",55.2600067055946
1430,"video","1",56.1033226367242
1431,"video","1",10.2537640758331
1432,"video","1",19.4894114011502
1433,"video","1",9.0352661124326
1434,"video","1",19.2825322483556
1435,"video","1",10.4196117285717
1436,"video","1",34.0690701781965
1437,"video","1",35.0905886792678
1438,"video","1",13.7250223522754
1439,"video","1",63.3326450129329
1440,"video","1",35.6482965359732
1441,"video","1",64.1916423690031
1442,"video","1",76.6508509705117
1443,"video","1",62.5308888212539
1444,"video","1",61.8219279660712
1445,"video","1",51.6987372169613
1446,"video","1",17.5556947877734
1447,"video","1",17.8543517744444
1448,"video","1",85.3566554784426
1449,"video","1",59.7269955668897
1450,"video","1",13.0289248236574
1451,"video","1",16.8489721429167
1452,"video","1",0
1453,"video","1",12.9382510079226
1454,"video","1",66.1994095186037
1455,"video","1",16.6145760751073
1456,"video","1",67.3404767684375
1457,"video","1",22.5210789494931
1458,"video","1",13.9627154787465
1459,"video","1",7.06800525674163
1460,"video","1",9.04697418355829
1461,"video","1",50.8315427941237
1462,"video","1",43.8743200665337
1463,"video","1",57.2588897483442
1464,"video","1",89.9990190618966
1465,"video","1",62.1759731198874
1466,"video","1",13.8769169233616
1467,"video","1",11.7153528629996
1468,"video","1",17.370853884177
1469,"video","1",36.5333889095915
1470,"video","1",15.0808950982189
1471,"video","1",74.4401591441721
1472,"video","1",5.27021652555298
1473,"video","1",20.4941371105577
1474,"video","1",12.0855030884726
1475,"video","1",13.3762443069197
1476,"video","1",14.0602090256012
1477,"video","1",11.0005310283461
1478,"video","1",74.2589863093248
1479,"video","1",13.2759077355698
1480,"video","1",15.2854796150648
1481,"video","1",56.2538448934119
1482,"video","1",21.8725431828951
1483,"video","1",20.0957091459109
1484,"video","1",9.05009072972076
1485,"video","1",19.6681465893985
1486,"video","1",14.4232684198255
1487,"video","1",9.67762083173589
1488,"video","1",65.315106492881
1489,"video","1",7.24673382512571
1490,"video","1",15.1080020882571
1491,"video","1",9.17743047162871
1492,"video","1",41.4127793304194
1493,"video","1",18.9891831782036
1494,"video","1",68.6877985439122
1495,"video","1",88.8442469946585
1496,"video","1",10.9348565562469
1497,"video","1",66.6657729751301
1498,"video","1",10.4990521062366
1499,"video","1",44.4450088685565
1500,"video","1",49.2633589776025
1501,"video","1",12.7746673790723
1502,"video","1",12.0062804828742
1503,"video","1",38.0057588062995
1504,"video","1",15.9711426708767
1505,"video","1",47.919055490978
1506,"video","1",65.0081447990038
1507,"video","1",18.4690832655469
1508,"video","1",2.84715215064321
1509,"video","1",12.1250103960676
1510,"video","1",16.741899407215
1511,"video","1",52.9434071822494
1512,"video","1",58.2624761446846
1513,"video","1",92.4449748489156
1514,"video","1",16.8713663351183
1515,"video","1",27.0173274267808
1516,"video","1",22.4779894928756
1517,"video","1",23.2175736261649
1518,"video","1",52.9825540590822
1519,"video","1",8.47317500471489
1520,"video","1",43.5435480286177
1521,"video","1",89.8180202944828
1522,"video","1",11.3202605295439
1523,"video","1",26.2822958703056
1524,"video","1",74.4448529690798
1525,"video","1",72.8113835755209
1526,"video","1",16.3163242959907
1527,"video","1",0
1528,"video","1",19.3677141098538
1529,"video","1",13.5790498657897
1530,"video","1",45.1408020271347
1531,"video","1",46.2241580195286
1532,"video","1",64.8128529295219
1533,"video","1",16.8429447724517
1534,"video","1",39.90951871157
1535,"video","1",32.244569392808
1536,"video","1",63.3015727807911
1537,"video","1",67.9225697590221
1538,"video","1",41.5304145869242
1539,"video","1",20.8822455111811
1540,"video","1",51.3589676732973
1541,"video","1",40.8203323382453
1542,"video","1",52.6468586847331
1543,"video","1",77.1028002685298
1544,"video","1",65.6214044616777
1545,"video","1",52.8511140364132
1546,"video","1",33.5563992820899
1547,"video","1",62.8408231658427
1548,"video","1",13.6595517853887
1549,"video","1",25.3478331665362
1550,"video","1",21.8109335947987
1551,"video","1",8.97718553649781
1552,"video","1",59.5848369772734
1553,"video","1",68.5018321060522
1554,"video","1",86.0521734549053
1555,"video","1",21.2403528150086
1556,"video","1",10.2337245621177
1557,"video","1",51.2837116037854
1558,"video","1",10.7843756035112
1559,"video","1",11.4202297876175
1560,"video","1",78.5632891678477
1561,"video","1",18.4610015110508
1562,"video","1",15.0381221010112
1563,"video","1",103.172354589453
1564,"video","1",83.348010289184
1565,"video","1",16.3478001857808
1566,"video","1",20.3510398343902
1567,"video","1",58.6033480371928
1568,"video","1",7.44081861714351
1569,"video","1",47.2321666022432
1570,"video","1",92.432838654688
1571,"video","1",53.7846992832871
1572,"video","1",66.6308715762153
1573,"video","1",92.1864731338292
1574,"video","1",51.6645229054738
1575,"video","1",6.3303629922256
1576,"video","1",41.398815761257
1577,"video","1",10.6540641218014
1578,"video","1",11.4494966927331
1579,"video","1",15.3794542726832
1580,"video","1",18.3318359653588
1581,"video","1",14.1371670956372
1582,"video","1",54.8043315609506
1583,"video","1",59.3588433489891
1584,"video","1",10.2837605200369
1585,"video","1",17.8829239359753
1586,"video","1",17.6247273948305
1587,"video","1",17.6674847862684
1588,"video","1",37.5692124824457
1589,"video","1",5.53728645052306
1590,"video","1",23.517791837406
1591,"video","1",11.7297713072759
1592,"video","1",48.5041502545336
1593,"video","1",25.5753471956114
1594,"video","1",57.2637536704486
1595,"video","1",12.9160359251527
1596,"video","1",32.4963074111416
1597,"video","1",8.39049219709709
1598,"video","1",83.101789108836
1599,"video","1",7.22684185560088
1600,"video","1",19.4634625484131
1601,"video","1",13.496755434008
1602,"video","1",16.3274479886427
1603,"video","1",8.79554417047276
1604,"video","1",14.7589772960778
1605,"video","1",48.3184280652918
1606,"video","1",72.5172029789175
1607,"video","1",63.0149385580659
1608,"video","1",43.4459650949841
1609,"video","1",9.08817267565017
1610,"video","1",82.1304356411035
1611,"video","1",12.4454445370085
1612,"video","1",10.9682777318527
1613,"video","1",32.9968320999069
1614,"video","1",4.76975785734346
1615,"video","1",7.14097698030685
1616,"video","1",27.1321471484447
1617,"video","1",60.054875977757
1618,"video","1",35.5509679406458
1619,"video","1",44.6054247413195
1620,"video","1",62.1769199741163
1621,"video","1",51.0046131567047
1622,"video","1",35.2793694382563
1623,"video","1",6.46083249006113
1624,"video","1",-2.47855833514281
1625,"video","1",54.056203872641
1626,"video","1",90.2225224627266
1627,"video","1",19.1750592602662
1628,"video","1",40.8954305529995
1629,"video","1",15.1134020384411
1630,"video","1",49.8390160594638
1631,"video","1",92.6118195577895
1632,"video","1",42.6914502406512
1633,"video","1",72.4747137030959
1634,"video","1",28.0479694045662
1635,"video","1",8.95654311886846
1636,"video","1",92.4294697225866
1637,"video","1",71.1146406665325
1638,"video","1",80.4334265860043
1639,"video","1",59.100218861226
1640,"video","1",85.1730299796763
1641,"video","1",29.6790009796541
1642,"video","1",71.3644327378473
1643,"video","1",19.277197141433
1644,"video","1",48.7023473084463
1645,"video","1",42.9229553881906
1646,"video","1",50.371677325224
1647,"video","1",24.4897326127712
1648,"video","1",9.91473302496565
1649,"video","1",15.5900194392538
1650,"video","1",54.5548761537022
1651,"video","1",17.6771256244827
1652,"video","1",14.915640676273
1653,"video","1",20.6921618901144
1654,"video","1",48.7956853012559
1655,"video","1",15.6496690352605
1656,"video","1",88.6865795472242
1657,"video","1",14.9787767286077
1658,"video","1",36.5073975163148
1659,"video","1",21.9304107572053
1660,"video","1",2.07359589652796
1661,"video","1",79.481490277098
1662,"video","1",21.6632486960689
1663,"video","1",59.7000758075877
1664,"video","1",17.771634667391
1665,"video","1",13.5070072481272
1666,"video","1",95.1170374601674
1667,"video","1",89.7751007718596
1668,"video","1",79.6135163203312
1669,"video","1",46.1668635805107
1670,"video","1",62.0924696181693
1671,"video","1",22.5653984652249
1672,"video","1",4.36199250824435
1673,"video","1",15.6878711751727
1674,"video","1",69.2448617715381
1675,"video","1",106.58439336554
1676,"video","1",90.7599422015284
1677,"video","1",111.737248533192
1678,"video","1",10.403724644373
1679,"video","1",78.1097645868261
1680,"video","1",13.9054303746945
1681,"video","1",64.2191391163598
1682,"video","1",68.453583340696
1683,"video","1",78.0591725088656
1684,"video","1",13.5061453123577
1685,"video","1",6.9382113357988
1686,"video","1",22.3189744240102
1687,"video","1",68.6901135148259
1688,"video","1",40.407662412416
1689,"video","1",15.7455957980512
1690,"video","1",16.0919424242218
1691,"video","1",13.488319986553
1692,"video","1",83.1355861613573
1693,"video","1",45.5006369259901
1694,"video","1",60.8355900917147
1695,"video","1",92.1482367327136
1696,"video","1",8.97696044388368
1697,"video","1",15.2865321393521
1698,"video","1",42.6208889445664
1699,"video","1",24.240440294992
1700,"video","1",66.5950471666565
1701,"video","1",72.0686808685092
1702,"video","1",9.17214649670712
1703,"video","1",20.3444248662684
1704,"video","1",60.1167997943784
1705,"video","1",61.9430816307444
1706,"video","1",49.9472659191375
1707,"video","1",17.539982933427
1708,"video","1",79.7438107840486
1709,"video","1",50.3154600649008
1710,"video","1",15.314543209533
1711,"video","1",13.7598006718548
1712,"video","1",20.5232193355462
1713,"video","1",64.2881535172809
1714,"video","1",49.9827136446847
1715,"video","1",73.460683942128
1716,"video","1",77.2748908289277
1717,"video","1",9.80076079047052
1718,"video","1",81.3916712993796
1719,"video","1",56.3253772238696
1720,"video","1",13.0947179125155
1721,"video","1",11.1864221858263
1722,"video","1",83.0401858641873
1723,"video","1",86.1646688912296
1724,"video","1",42.2173889438563
1725,"video","1",64.9126277530596
1726,"video","1",22.6974390330651
1727,"video","1",9.49171972411118
1728,"video","1",64.5890847036876
1729,"video","1",22.8675826309511
1730,"video","1",60.628378649399
1731,"video","1",30.8703432598782
1732,"video","1",23.1602180989633
1733,"video","1",28.4958186573708
1734,"video","1",28.5679240767788
1735,"video","1",18.8417727271666
1736,"video","1",14.8001003969592
1737,"video","1",8.54474291391703
1738,"video","1",12.1648084594639
1739,"video","1",37.454692554153
1740,"video","1",14.1521611996888
1741,"video","1",25.1012285447316
1742,"video","1",19.4848319720256
1743,"video","1",9.963619858179
1744,"video","1",50.5566117115057
1745,"video","1",8.17351028844415
1746,"video","1",98.3928493384764
1747,"video","1",85.9102478158396
1748,"video","1",91.9058994675071
1749,"video","1",15.2593405439939
1750,"video","1",79.3363207602212
1751,"video","1",60.4239359470324
1752,"video","1",11.4004731702486
1753,"video","1",66.6246720494298
1754,"video","1",24.6189056913046
1755,"video","1",6.61019953957169
1756,"video","1",65.6967711299892
1757,"video","1",15.9097005047813
1758,"video","1",14.309070077932
1759,"video","1",66.3179209009722
1760,"video","1",55.6828552163226
1761,"video","1",24.2168682265442
1762,"video","1",82.110247482001
1763,"video","1",13.506403524415
1764,"video","1",60.0329809532261
1765,"video","1",31.0215691284935
1766,"video","1",12.8580901293849
1767,"video","1",20.5432590432192
1768,"video","1",16.6387661724639
1769,"video","1",55.873191125522
1770,"video","1",15.3844849106891
1771,"video","1",5.4241948041717
1772,"video","1",16.2521304371904
1773,"video","1",49.8415119472535
1774,"video","1",44.2355307925301
1775,"video","1",43.1314783063668
1776,"video","1",34.0743657402463
1777,"video","1",71.00872890562
1778,"video","1",50.7349339238195
1779,"video","1",52.7638563685311
1780,"video","1",14.0465494919056
1781,"video","1",51.832097232177
1782,"video","1",13.1643077318054
1783,"video","1",89.9063975324678
1784,"video","1",17.4929722487788
1785,"video","1",75.5561148960496
1786,"video","1",3.16878163630387
1787,"video","1",32.5812791119113
1788,"video","1",17.7929754973383
1789,"video","1",48.4426426834695
1790,"video","1",54.3431524069994
1791,"video","1",23.5587495781237
1792,"video","1",79.9388811350531
1793,"video","1",20.0244736869676
1794,"video","1",53.562227799184
1795,"video","1",68.5267883550046
1796,"video","1",56.7879243389323
1797,"video","1",15.5320538228015
1798,"video","1",64.3150700320128
1799,"video","1",12.8270658181603
1800,"video","1",9.43133723238438
1801,"video","1",82.1471421550635
1802,"video","1",97.031854274821
1803,"video","1",58.000156160581
1804,"video","1",15.2260955949614
1805,"video","1",46.9803237104616
1806,"video","1",55.2943176279303
1807,"video","1",44.3969385416569
1808,"video","1",34.5631524984614
1809,"video","1",68.6039384395154
1810,"video","1",7.02975842943229
1811,"video","1",56.5186345285329
1812,"video","1",14.0489750596794
1813,"video","1",19.4557996674742
1814,"video","1",34.0217206126149
1815,"video","1",20.7797864795602
1816,"video","1",16.2193753395973
1817,"video","1",51.7253401343658
1818,"video","1",72.4035353357737
1819,"video","1",54.6654906334508
1820,"video","1",16.3441176267695
1821,"video","1",91.9341078039317
1822,"video","1",31.5002988967717
1823,"video","1",71.6550521572864
1824,"video","1",31.2619803258278
1825,"video","1",42.9260835073433
1826,"video","1",16.9748098229393
1827,"video","1",18.8535374253993
1828,"video","1",3.34865677539086
1829,"video","1",15.1276111663943
1830,"video","1",19.4973415500595
1831,"video","1",15.8901835192992
1832,"video","1",36.3561340945909
1833,"video","1",73.5325859276388
1834,"video","1",13.8139680113506
1835,"video","1",8.49947994861634
1836,"video","1",20.4101717754211
1837,"video","1",56.0052568901725
1838,"video","1",4.64004936308027
1839,"video","1",63.8675807631531
1840,"video","1",88.5225995571644
1841,"video","1",63.9799570497372
1842,"video","1",8.68795355834506
1843,"video","1",8.50668276281276
1844,"video","1",13.4655213549772
1845,"video","1",59.7769934131617
1846,"video","1",55.2701395581927
1847,"video","1",17.0396349164059
1848,"video","1",17.0864535547603
1849,"video","1",20.7725625107019
1850,"video","1",15.6919889968436
1851,"video","1",66.4200984720744
1852,"video","1",70.5208637727466
1853,"video","1",91.7708014203271
1854,"video","1",68.2096324400874
1855,"video","1",14.2620330910318
1856,"video","1",78.2473768945517
1857,"video","1",77.0730028462331
1858,"video","1",12.6275378759945
1859,"video","1",19.7275398708249
1860,"video","1",15.3659082254287
1861,"video","1",35.2874528059831
1862,"video","1",43.6294973448972
1863,"video","1",62.4242060851322
1864,"video","1",29.2108446894125
1865,"video","1",9.66536048124635
1866,"video","1",70.0374662335046
1867,"video","1",70.0501777464576
1868,"video","1",67.8647876330506
1869,"video","1",71.0058961475984
1870,"video","1",0.625948692966626
1871,"video","1",15.1368437941216
1872,"video","1",37.3494076245483
1873,"video","1",44.2924974312513
1874,"video","1",13.9313261553082
1875,"video","1",46.0123841970084
1876,"video","1",66.1884950375103
1877,"video","1",44.7066538477589
1878,"video","1",9.34228026089071
1879,"video","1",11.8284771403925
1880,"video","1",14.6939285532091
1881,"video","1",48.0018835582771
1882,"video","1",14.4558203264839
1883,"video","1",72.3596284278879
1884,"video","1",79.5802416986237
1885,"video","1",61.5743397854869
1886,"video","1",75.8738358722138
1887,"video","1",22.9255211175608
1888,"video","1",27.6489164160143
1889,"video","1",9.65432351651307
1890,"video","1",38.7985654452826
1891,"video","1",8.6868084716821
1892,"video","1",1.92850053489124
1893,"video","1",79.0880243322369
1894,"video","1",11.9853139382449
1895,"video","1",14.2286190150512
1896,"video","1",27.4253641588464
1897,"video","1",17.0361018830611
1898,"video","1",67.5549994835459
1899,"video","1",55.3823172494982
1900,"video","1",81.9757957951913
1901,"video","1",73.0251511791767
1902,"video","1",55.3110736740364
1903,"video","1",53.316602185156
1904,"video","1",9.52920130069145
1905,"video","1",72.4537385784056
1906,"video","1",14.5814490349672
1907,"video","1",67.2815772376284
1908,"video","1",61.6052268279647
1909,"video","1",17.0062691262485
1910,"video","1",20.4772257555226
1911,"video","1",60.887704025583
1912,"video","1",49.664394638474
1913,"video","1",58.2390010904443
1914,"video","1",15.8154554797765
1915,"video","1",69.4535787831197
1916,"video","1",12.8907964335758
1917,"video","1",71.9486345675709
1918,"video","1",65.978095175521
1919,"video","1",-9.39220043150991
1920,"video","1",3.78988713438823
1921,"video","1",7.48785939870774
1922,"video","1",20.4428321227163
1923,"video","1",8.81684544333735
1924,"video","1",17.0016609140597
1925,"video","1",13.4178446494792
1926,"video","1",75.1105665950993
1927,"video","1",56.1743047479579
1928,"video","1",70.0186848145894
1929,"video","1",22.9452786536644
1930,"video","1",18.38226025656
1931,"video","1",60.2159958089249
1932,"video","1",58.6679189740507
1933,"video","1",16.3908684327656
1934,"video","1",41.025685268614
1935,"video","1",10.6059881070548
1936,"video","1",70.8501875966142
1937,"video","1",33.3841140853097
1938,"video","1",15.3605830892666
1939,"video","1",18.6224958501779
1940,"video","1",54.9080610508816
1941,"video","1",14.7108194891279
1942,"video","1",9.86609719100827
1943,"video","1",26.916257563417
1944,"video","1",15.1831025965054
1945,"video","1",21.9148603748696
1946,"video","1",22.4565221871584
1947,"video","1",44.4754720284769
1948,"video","1",76.4572759956396
1949,"video","1",69.773455668364
1950,"video","1",94.533771177144
1951,"video","1",54.4732696454793
1952,"video","1",13.1694904823676
1953,"video","1",13.7058903588202
1954,"video","1",20.0688215684848
1955,"video","1",50.8363770527428
1956,"video","1",13.0696855762498
1957,"video","1",75.5209782681581
1958,"video","1",11.2377611259964
1959,"video","1",65.2113328299723
1960,"video","1",40.6828898329513
1961,"video","1",51.0701198883402
1962,"video","1",38.6019172925579
1963,"video","1",56.3491800260817
1964,"video","1",82.77290231678
1965,"video","1",59.329468560496
1966,"video","1",37.1245264395279
1967,"video","1",22.0667962735847
1968,"video","1",23.7975579031324
1969,"video","1",19.4925460807441
1970,"video","1",9.93735375594284
1971,"video","1",58.8891111872783
1972,"video","1",51.832522647492
1973,"video","1",15.8378052822935
1974,"video","1",52.5036776677543
1975,"video","1",61.1585860383144
1976,"video","1",37.1102340536454
1977,"video","1",14.8051218567149
1978,"video","1",7.72783912209626
1979,"video","1",77.3366392627216
1980,"video","1",98.5132816762419
1981,"video","1",47.1413867551565
1982,"video","1",51.4642314912269
1983,"video","1",17.5382434481387
1984,"video","1",12.8285188433504
1985,"video","1",15.9510197065032
1986,"video","1",67.6007588077764
1987,"video","1",79.4042548858085
1988,"video","1",97.6166856205198
1989,"video","1",20.2764472330928
1990,"video","1",80.1594109379596
1991,"video","1",79.4018413801304
1992,"video","1",13.0032828225211
1993,"video","1",15.5081808847799
1994,"video","1",61.7436815576595
1995,"video","1",14.4191024298108
1996,"video","1",13.8413650058532
1997,"video","1",79.5986770755872
1998,"video","1",6.70575384970934
1999,"video","1",52.1012965901373
2000,"video","1",15.7516445613193
2001,"video","1",42.331110565034
1000,"video","2",11.7902250080138
1001,"video","2",80.9856081742949
1002,"video","2",7.3625076759794
1003,"video","2",15.4037733315672
1004,"video","2",0
1005,"video","2",39.6056922746241
1006,"video","2",71.7308011209866
1007,"video","2",7.57793280744766
1008,"video","2",59.8307195936496
1009,"video","2",20.5031240118439
1010,"video","2",32.2911313139159
1011,"video","2",53.948358474429
1012,"video","2",75.1310921310803
1013,"video","2",56.6850510393165
1014,"video","2",0
1015,"video","2",81.5367488750455
1016,"video","2",26.3796502985676
1017,"video","2",70.8075164288102
1018,"video","2",83.1937612866297
1019,"video","2",0
1020,"video","2",29.9494049108685
1021,"video","2",98.2047652593069
1022,"video","2",8.96635040699386
1023,"video","2",80.1056461843434
1024,"video","2",47.9729375648996
1025,"video","2",46.1688359053424
1026,"video","2",21.7482654261829
1027,"video","2",69.3149673365807
1028,"video","2",81.5048339863411
1029,"video","2",80.4183437223031
1030,"video","2",62.9806563223697
1031,"video","2",0
1032,"video","2",12.9228390088029
1033,"video","2",51.3045344731872
1034,"video","2",13.0100156236225
1035,"video","2",41.753310902027
1036,"video","2",61.145568544387
1037,"video","2",12.8690657170365
1038,"video","2",47.8388492074723
1039,"video","2",50.5622005508219
1040,"video","2",61.5665275813744
1041,"video","2",17.107296887636
1042,"video","2",20.6220329726505
1043,"video","2",64.0034246983693
1044,"video","2",4.69992330082353
1045,"video","2",39.5067266345929
1046,"video","2",63.7725110918393
1047,"video","2",79.4178893147318
1048,"video","2",60.9684578401591
1049,"video","2",91.1772121605694
1050,"video","2",67.7475482549503
1051,"video","2",8.73387763430175
1052,"video","2",0
1053,"video","2",75.2085182220393
1054,"video","2",88.1147907544246
1055,"video","2",0
1056,"video","2",0
1057,"video","2",94.6241270438769
1058,"video","2",62.8956474380917
1059,"video","2",16.4236842874203
1060,"video","2",0
1061,"video","2",68.3407366083358
1062,"video","2",12.0243416609742
1063,"video","2",0
1064,"video","2",3.89244846730937
1065,"video","2",60.039525891928
1066,"video","2",18.1113523917076
1067,"video","2",90.0309117222826
1068,"video","2",62.6043705955703
1069,"video","2",45.7405296485297
1070,"video","2",63.9730354457417
1071,"video","2",41.9902604404575
1072,"video","2",58.2776008902768
1073,"video","2",14.88502783373
1074,"video","2",49.6611806792587
1075,"video","2",51.8334681486706
1076,"video","2",78.2919338864904
1077,"video","2",15.6796437521361
1078,"video","2",36.5363839494953
1079,"video","2",55.0000217649148
1080,"video","2",74.8868873901237
1081,"video","2",15.1387950434275
1082,"video","2",56.6204373218165
1083,"video","2",7.93998008425164
1084,"video","2",67.9372000076428
1085,"video","2",19.6222647741767
1086,"video","2",16.2289480233576
1087,"video","2",18.2799798742394
1088,"video","2",45.8726679039701
1089,"video","2",0
1090,"video","2",0
1091,"video","2",82.1395108830301
1092,"video","2",83.1275011495327
1093,"video","2",58.7304322884036
1094,"video","2",15.3623518866913
1095,"video","2",0
1096,"video","2",62.8487046302915
1097,"video","2",14.3465529718693
1098,"video","2",0
1099,"video","2",10.1266649571215
1100,"video","2",31.8832267511493
1101,"video","2",12.2047664081755
1102,"video","2",0
1103,"video","2",63.6003193404652
1104,"video","2",0
1105,"video","2",18.4024636971736
1106,"video","2",18.1108417933978
1107,"video","2",0
1108,"video","2",51.9328374804085
1109,"video","2",34.8062093330612
1110,"video","2",18.1766436745843
1111,"video","2",75.6003037722745
1112,"video","2",107.189945754604
1113,"video","2",48.2204133578141
1114,"video","2",83.5897033656726
1115,"video","2",0
1116,"video","2",14.2794476026491
1117,"video","2",63.9603943857378
1118,"video","2",81.2596685664814
1119,"video","2",8.63571386557638
1120,"video","2",0
1121,"video","2",37.987229376729
1122,"video","2",15.4925813346131
1123,"video","2",10.0027903469136
1124,"video","2",29.5509001719773
1125,"video","2",29.2209142477944
1126,"video","2",11.1278705742516
1127,"video","2",64.8619033541218
1128,"video","2",7.88751851966746
1129,"video","2",11.7554888085554
1130,"video","2",67.9728791175316
1131,"video","2",0
1132,"video","2",63.4516169870281
1133,"video","2",85.166748570379
1134,"video","2",0
1135,"video","2",73.5983298722965
1136,"video","2",18.3794978321888
1137,"video","2",75.8886798955934
1138,"video","2",0
1139,"video","2",89.3516062621079
1140,"video","2",66.9402021326061
1141,"video","2",47.5045517778037
1142,"video","2",0
1143,"video","2",96.0289451575025
1144,"video","2",23.6039144457733
1145,"video","2",18.720225103256
1146,"video","2",18.225636406038
1147,"video","2",62.9287409441695
1148,"video","2",78.0876134436153
1149,"video","2",75.9792034660947
1150,"video","2",81.7785010826338
1151,"video","2",0
1152,"video","2",18.6028829866445
1153,"video","2",0
1154,"video","2",72.3478066584264
1155,"video","2",10.3895246675541
1156,"video","2",104.108120891962
1157,"video","2",81.5327560043386
1158,"video","2",14.0743758466367
1159,"video","2",43.8885878206392
1160,"video","2",73.8619969143622
1161,"video","2",73.254417707947
1162,"video","2",30.1003658585434
1163,"video","2",67.4605639509024
1164,"video","2",73.1526717036957
1165,"video","2",10.592518323869
